transaction_ref,amount,merchant_category,transaction_type,location,hour,day_of_week,is_weekend,transaction_date,is_fraud
TXN0001892,12941.48,online,credit,Quetta,15,6,0,2024-02-09 10:00:00,0
TXN0001893,4660.49,online,debit,Lahore,9,3,0,2024-02-09 10:30:00,0
TXN0001894,5396.39,electronics,credit,Multan,10,5,0,2024-02-09 11:00:00,0
TXN0001895,15111.5,online,debit,Karachi,19,4,1,2024-02-09 11:30:00,0
TXN0001896,9794.99,grocery,credit,Lahore,9,3,0,2024-02-09 12:00:00,0
TXN0001897,5393.89,restaurant,debit,Islamabad,11,5,0,2024-02-09 12:30:00,0
TXN0001898,2383.97,electronics,debit,Multan,21,4,1,2024-02-09 13:00:00,0
TXN0001899,17297.49,grocery,transfer,Multan,8,2,0,2024-02-09 13:30:00,0
TXN0001900,6883.45,atm,debit,Peshawar,10,3,1,2024-02-09 14:00:00,0
TXN0001901,1999.47,grocery,credit,Karachi,12,0,0,2024-02-09 14:30:00,0
TXN0001902,2508.05,electronics,debit,Lahore,17,5,1,2024-02-09 15:00:00,0
TXN0001903,13001.82,electronics,debit,Karachi,8,3,0,2024-02-09 15:30:00,0
TXN0001904,361.2,restaurant,debit,Islamabad,11,2,0,2024-02-09 16:00:00,0
TXN0001905,38719.23,healthcare,debit,Islamabad,13,2,0,2024-02-09 16:30:00,0
TXN0001906,1117.33,atm,debit,Multan,11,3,0,2024-02-09 17:00:00,0
TXN0001907,12719.77,travel,transfer,Multan,14,1,0,2024-02-09 17:30:00,0
TXN0001908,4017.24,online,debit,Lahore,21,5,1,2024-02-09 18:00:00,0
TXN0001909,5421.6,travel,debit,Quetta,14,4,0,2024-02-09 18:30:00,0
TXN0001910,17005.6,electronics,transfer,Karachi,13,4,1,2024-02-09 19:00:00,0
TXN0001911,4260.63,healthcare,debit,Karachi,16,2,0,2024-02-09 19:30:00,0
TXN0001912,450919.41,grocery,transfer,Islamabad,3,3,0,2024-02-09 20:00:00,1
TXN0001913,404.45,electronics,debit,Karachi,20,1,0,2024-02-09 20:30:00,0
TXN0001914,18.8,restaurant,debit,Lahore,17,5,1,2024-02-09 21:00:00,0
TXN0001915,2246.18,atm,credit,Peshawar,15,0,1,2024-02-09 21:30:00,0
TXN0001916,9130.06,grocery,withdrawal,Multan,15,4,1,2024-02-09 22:00:00,0
TXN0001917,1034.17,grocery,debit,Islamabad,18,6,1,2024-02-09 22:30:00,0
TXN0001918,966.16,online,credit,Multan,17,5,1,2024-02-09 23:00:00,0
TXN0001919,4234.1,travel,debit,Multan,21,5,0,2024-02-09 23:30:00,0
TXN0001920,8349.29,travel,debit,Multan,21,1,0,2024-02-10 00:00:00,0
TXN0001921,9960.36,electronics,withdrawal,Peshawar,18,5,1,2024-02-10 00:30:00,0
TXN0001922,1572.51,healthcare,debit,Karachi,11,4,1,2024-02-10 01:00:00,0
TXN0001923,663.47,electronics,transfer,Quetta,13,3,0,2024-02-10 01:30:00,0
TXN0001924,22560.4,travel,debit,Multan,18,4,0,2024-02-10 02:00:00,0
TXN0001925,2416.05,travel,transfer,Lahore,13,0,1,2024-02-10 02:30:00,0
TXN0001926,15357.46,grocery,credit,Multan,12,3,1,2024-02-10 03:00:00,0
TXN0001927,15930.94,grocery,transfer,Multan,21,2,0,2024-02-10 03:30:00,0
TXN0001928,11845.63,restaurant,debit,Karachi,8,1,1,2024-02-10 04:00:00,0
TXN0001929,1479.4,restaurant,transfer,Lahore,10,4,0,2024-02-10 04:30:00,0
TXN0001930,13798.86,grocery,transfer,Karachi,14,3,1,2024-02-10 05:00:00,0
TXN0001931,11731.38,restaurant,credit,Multan,15,5,1,2024-02-10 05:30:00,0
TXN0001932,7265.05,grocery,transfer,Karachi,9,3,0,2024-02-10 06:00:00,0
TXN0001933,3290.28,online,credit,Karachi,10,4,0,2024-02-10 06:30:00,0
TXN0001934,2436.01,grocery,transfer,Islamabad,11,2,1,2024-02-10 07:00:00,0
TXN0001935,1039.86,restaurant,debit,Peshawar,21,4,0,2024-02-10 07:30:00,0
TXN0001936,5702.83,grocery,credit,Quetta,18,2,1,2024-02-10 08:00:00,0
TXN0001937,7040.84,online,transfer,Peshawar,12,5,1,2024-02-10 08:30:00,0
TXN0001938,3562.04,atm,debit,Peshawar,10,4,0,2024-02-10 09:00:00,0
TXN0001939,5160.33,grocery,credit,Lahore,12,3,0,2024-02-10 09:30:00,0
TXN0001940,3614.35,travel,withdrawal,Islamabad,15,0,0,2024-02-10 10:00:00,0
TXN0001941,8195.6,grocery,credit,Islamabad,15,0,1,2024-02-10 10:30:00,0
TXN0001942,18522.06,online,debit,Karachi,21,5,0,2024-02-10 11:00:00,0
TXN0001943,1432.25,electronics,debit,Peshawar,9,6,0,2024-02-10 11:30:00,0
TXN0001944,3842.49,online,transfer,Quetta,13,6,0,2024-02-10 12:00:00,0
TXN0001945,1214.67,restaurant,withdrawal,Lahore,11,3,1,2024-02-10 12:30:00,0
TXN0001946,7845.43,electronics,withdrawal,Islamabad,16,0,0,2024-02-10 13:00:00,0
TXN0001947,10441.27,grocery,transfer,Karachi,17,5,0,2024-02-10 13:30:00,0
TXN0001948,21495.72,online,credit,Quetta,9,2,0,2024-02-10 14:00:00,0
TXN0001949,2615.51,atm,debit,Peshawar,15,3,0,2024-02-10 14:30:00,0
TXN0001950,23999.72,healthcare,debit,Quetta,8,6,1,2024-02-10 15:00:00,0
TXN0001951,522.82,grocery,debit,Islamabad,18,2,1,2024-02-10 15:30:00,0
TXN0001952,7390.83,electronics,debit,Lahore,13,3,1,2024-02-10 16:00:00,0
TXN0001953,470.64,atm,transfer,Peshawar,18,2,1,2024-02-10 16:30:00,0
TXN0001954,387762.79,atm,transfer,Lahore,1,2,0,2024-02-10 17:00:00,1
TXN0001955,6036.93,online,credit,Multan,21,0,1,2024-02-10 17:30:00,0
TXN0001956,8853.52,electronics,withdrawal,Quetta,19,3,0,2024-02-10 18:00:00,0
TXN0001957,14250.07,electronics,withdrawal,Quetta,17,4,1,2024-02-10 18:30:00,0
TXN0001958,1303.08,grocery,transfer,Karachi,20,0,0,2024-02-10 19:00:00,0
TXN0001959,314.85,restaurant,credit,Peshawar,8,2,0,2024-02-10 19:30:00,0
TXN0001960,16887.86,grocery,debit,Quetta,9,2,0,2024-02-10 20:00:00,0
TXN0001961,3025.91,online,credit,Islamabad,10,6,1,2024-02-10 20:30:00,0
TXN0001962,1104.71,online,debit,Multan,16,4,1,2024-02-10 21:00:00,0
TXN0001963,5055.83,electronics,debit,Islamabad,12,6,1,2024-02-10 21:30:00,0
TXN0001964,7296.52,electronics,withdrawal,Lahore,17,4,0,2024-02-10 22:00:00,0
TXN0001965,251.68,online,debit,Multan,17,2,1,2024-02-10 22:30:00,0
TXN0001966,2571.52,electronics,debit,Multan,19,4,0,2024-02-10 23:00:00,0
TXN0001967,266.8,electronics,credit,Islamabad,9,1,1,2024-02-10 23:30:00,0
TXN0001968,4362.44,electronics,credit,Quetta,17,6,1,2024-02-11 00:00:00,0
TXN0001969,18037.98,atm,debit,Islamabad,12,6,1,2024-02-11 00:30:00,0
TXN0001970,32434.41,healthcare,debit,Peshawar,12,0,1,2024-02-11 01:00:00,0
TXN0001971,8107.87,online,withdrawal,Lahore,8,3,1,2024-02-11 01:30:00,0
TXN0001972,1410.44,atm,debit,Multan,10,6,0,2024-02-11 02:00:00,0
TXN0001973,18902.88,online,transfer,Peshawar,12,4,1,2024-02-11 02:30:00,0
TXN0001974,5809.46,online,credit,Quetta,16,4,1,2024-02-11 03:00:00,0
TXN0001975,1335.52,healthcare,credit,Quetta,17,1,1,2024-02-11 03:30:00,0
TXN0001976,20380.39,travel,debit,Islamabad,8,3,0,2024-02-11 04:00:00,0
TXN0001977,11333.01,grocery,transfer,Karachi,15,1,1,2024-02-11 04:30:00,0
TXN0001978,10525.35,healthcare,transfer,Multan,8,3,1,2024-02-11 05:00:00,0
TXN0001979,9880.43,atm,debit,Multan,16,6,0,2024-02-11 05:30:00,0
TXN0001980,1788.55,electronics,debit,Karachi,13,6,1,2024-02-11 06:00:00,0
TXN0001981,1895.98,healthcare,debit,Quetta,8,0,0,2024-02-11 06:30:00,0
TXN0001982,9325.53,electronics,transfer,Quetta,15,4,0,2024-02-11 07:00:00,0
TXN0001983,1984.85,electronics,credit,Multan,12,0,1,2024-02-11 07:30:00,0
TXN0001984,4619.59,online,debit,Lahore,14,3,0,2024-02-11 08:00:00,0
TXN0001985,12186.15,electronics,debit,Multan,14,4,1,2024-02-11 08:30:00,0
TXN0001986,12258.06,online,credit,Quetta,14,6,0,2024-02-11 09:00:00,0
TXN0001987,4830.28,grocery,transfer,Quetta,13,1,1,2024-02-11 09:30:00,0
TXN0001988,12569.05,grocery,credit,Lahore,18,6,0,2024-02-11 10:00:00,0
TXN0001989,14592.04,online,debit,Peshawar,15,6,0,2024-02-11 10:30:00,0
TXN0001990,8508.49,online,debit,Peshawar,16,2,0,2024-02-11 11:00:00,0
TXN0001991,2074.58,grocery,credit,Lahore,19,1,1,2024-02-11 11:30:00,0
TXN0001992,2561.77,healthcare,debit,Lahore,9,2,0,2024-02-11 12:00:00,0
TXN0001993,3024.84,online,transfer,Peshawar,14,1,1,2024-02-11 12:30:00,0
TXN0001994,993.67,grocery,credit,Peshawar,9,3,1,2024-02-11 13:00:00,0
TXN0001995,2552.39,electronics,debit,Peshawar,13,0,0,2024-02-11 13:30:00,0
TXN0001996,1880.91,atm,credit,Peshawar,9,2,1,2024-02-11 14:00:00,0
TXN0001997,4860.58,online,transfer,Multan,17,3,1,2024-02-11 14:30:00,0
TXN0001998,19125.87,grocery,credit,Multan,13,0,0,2024-02-11 15:00:00,0
TXN0001999,882.81,grocery,transfer,Islamabad,9,0,1,2024-02-11 15:30:00,0
TXN0002000,10191.38,travel,credit,Lahore,8,4,1,2024-02-11 16:00:00,0
TXN0002001,9299.65,electronics,transfer,Karachi,14,6,0,2024-02-11 16:30:00,0
TXN0002002,805.23,online,transfer,Islamabad,10,4,0,2024-02-11 17:00:00,0
TXN0002003,20467.3,restaurant,debit,Karachi,21,6,0,2024-02-11 17:30:00,0
TXN0002004,6723.39,grocery,debit,Karachi,19,4,0,2024-02-11 18:00:00,0
TXN0002005,3617.0,restaurant,withdrawal,Quetta,21,2,1,2024-02-11 18:30:00,0
TXN0002006,11302.37,restaurant,withdrawal,Lahore,20,2,1,2024-02-11 19:00:00,0
TXN0002007,2380.41,restaurant,transfer,Multan,11,6,1,2024-02-11 19:30:00,0
TXN0002008,9460.56,healthcare,transfer,Islamabad,20,0,0,2024-02-11 20:00:00,0
TXN0002009,324.17,atm,debit,Lahore,13,2,1,2024-02-11 20:30:00,0
TXN0002010,14631.11,online,credit,Peshawar,12,0,0,2024-02-11 21:00:00,0
TXN0002011,4756.13,travel,withdrawal,Lahore,11,3,1,2024-02-11 21:30:00,0
TXN0002012,8100.05,travel,transfer,Karachi,16,1,0,2024-02-11 22:00:00,0
TXN0002013,2000.4,restaurant,debit,Multan,13,0,1,2024-02-11 22:30:00,0
TXN0002014,9042.65,electronics,debit,Peshawar,13,0,1,2024-02-11 23:00:00,0
TXN0002015,11835.71,grocery,credit,Lahore,9,3,0,2024-02-11 23:30:00,0
TXN0002016,5127.67,grocery,credit,Lahore,13,6,1,2024-02-12 00:00:00,0
TXN0002017,7692.96,atm,debit,Multan,14,4,1,2024-02-12 00:30:00,0
TXN0002018,4875.24,atm,credit,Karachi,15,5,1,2024-02-12 01:00:00,0
TXN0002019,17961.43,travel,debit,Peshawar,21,6,1,2024-02-12 01:30:00,0
TXN0002020,550195.59,electronics,transfer,Karachi,2,4,0,2024-02-12 02:00:00,1
TXN0002021,14751.6,online,transfer,Multan,16,4,1,2024-02-12 02:30:00,0
TXN0002022,12929.77,grocery,transfer,Lahore,17,6,0,2024-02-12 03:00:00,0
TXN0002023,4227.91,online,transfer,Islamabad,18,6,0,2024-02-12 03:30:00,0
TXN0002024,2091.8,electronics,credit,Islamabad,20,0,0,2024-02-12 04:00:00,0
TXN0002025,4168.11,healthcare,transfer,Quetta,19,0,1,2024-02-12 04:30:00,0
TXN0002026,13999.6,online,credit,Islamabad,10,2,0,2024-02-12 05:00:00,0
TXN0002027,89620.01,online,withdrawal,Multan,3,2,0,2024-02-12 05:30:00,1
TXN0002028,5946.04,atm,debit,Multan,14,1,0,2024-02-12 06:00:00,0
TXN0002029,13123.17,travel,withdrawal,Multan,14,1,1,2024-02-12 06:30:00,0
TXN0002030,3489.18,grocery,debit,Peshawar,8,5,1,2024-02-12 07:00:00,0
TXN0002031,8222.46,online,debit,Quetta,15,6,0,2024-02-12 07:30:00,0
TXN0002032,2255.0,restaurant,credit,Peshawar,11,2,0,2024-02-12 08:00:00,0
TXN0002033,500437.4,travel,credit,Islamabad,0,6,1,2024-02-12 08:30:00,1
TXN0002034,12653.97,online,debit,Islamabad,21,0,0,2024-02-12 09:00:00,0
TXN0002035,833.72,healthcare,credit,Lahore,13,3,1,2024-02-12 09:30:00,0
TXN0002036,2532.84,atm,transfer,Peshawar,10,2,0,2024-02-12 10:00:00,0
TXN0002037,15454.21,online,debit,Karachi,12,0,1,2024-02-12 10:30:00,0
TXN0002038,3402.93,atm,credit,Lahore,17,6,1,2024-02-12 11:00:00,0
TXN0002039,28908.8,restaurant,debit,Peshawar,12,2,1,2024-02-12 11:30:00,0
TXN0002040,31190.62,healthcare,credit,Multan,8,4,0,2024-02-12 12:00:00,0
TXN0002041,2498.82,healthcare,transfer,Quetta,10,2,0,2024-02-12 12:30:00,0
TXN0002042,334.73,online,debit,Peshawar,10,6,1,2024-02-12 13:00:00,0
TXN0002043,9767.96,electronics,withdrawal,Quetta,8,6,1,2024-02-12 13:30:00,0
TXN0002044,4797.06,grocery,credit,Quetta,20,5,0,2024-02-12 14:00:00,0
TXN0002045,849.58,electronics,transfer,Islamabad,14,6,1,2024-02-12 14:30:00,0
TXN0002046,9834.95,restaurant,transfer,Karachi,8,4,0,2024-02-12 15:00:00,0
TXN0002047,253.37,restaurant,transfer,Peshawar,14,0,1,2024-02-12 15:30:00,0
TXN0002048,16333.88,online,debit,Karachi,11,4,1,2024-02-12 16:00:00,0
TXN0002049,1194.06,online,debit,Quetta,16,2,0,2024-02-12 16:30:00,0
TXN0002050,1089.42,electronics,credit,Islamabad,14,4,0,2024-02-12 17:00:00,0
TXN0002051,1545.5,travel,transfer,Karachi,12,5,1,2024-02-12 17:30:00,0
TXN0002052,25804.46,atm,debit,Lahore,14,3,0,2024-02-12 18:00:00,0
TXN0002053,9451.67,travel,withdrawal,Quetta,16,4,1,2024-02-12 18:30:00,0
TXN0002054,12930.55,grocery,debit,Lahore,17,6,0,2024-02-12 19:00:00,0
TXN0002055,4055.13,online,debit,Multan,13,5,1,2024-02-12 19:30:00,0
TXN0002056,3279.55,grocery,debit,Karachi,8,4,0,2024-02-12 20:00:00,0
TXN0002057,2137.64,healthcare,credit,Karachi,13,1,0,2024-02-12 20:30:00,0
TXN0002058,5241.39,electronics,withdrawal,Karachi,8,3,1,2024-02-12 21:00:00,0
TXN0002059,6420.64,restaurant,debit,Multan,20,0,1,2024-02-12 21:30:00,0
TXN0002060,7992.49,grocery,credit,Peshawar,19,6,1,2024-02-12 22:00:00,0
TXN0002061,2377.75,grocery,debit,Quetta,11,5,1,2024-02-12 22:30:00,0
TXN0002062,23753.36,online,credit,Quetta,21,4,1,2024-02-12 23:00:00,0
TXN0002063,1488.31,atm,debit,Quetta,15,3,1,2024-02-12 23:30:00,0
TXN0002064,26969.97,online,credit,Peshawar,12,0,0,2024-02-13 00:00:00,0
TXN0002065,119.74,grocery,transfer,Karachi,12,3,1,2024-02-13 00:30:00,0
TXN0002066,5248.75,grocery,credit,Karachi,20,5,1,2024-02-13 01:00:00,0
TXN0002067,3244.13,online,debit,Multan,17,1,1,2024-02-13 01:30:00,0
TXN0002068,4769.96,grocery,debit,Lahore,18,5,1,2024-02-13 02:00:00,0
TXN0002069,6764.13,electronics,transfer,Peshawar,15,5,0,2024-02-13 02:30:00,0
TXN0002070,4575.78,online,transfer,Islamabad,15,0,1,2024-02-13 03:00:00,0
TXN0002071,4287.05,grocery,withdrawal,Peshawar,8,0,1,2024-02-13 03:30:00,0
TXN0002072,10555.77,grocery,transfer,Multan,20,4,0,2024-02-13 04:00:00,0
TXN0002073,9263.75,grocery,withdrawal,Lahore,20,2,0,2024-02-13 04:30:00,0
TXN0002074,14331.1,healthcare,credit,Lahore,12,5,1,2024-02-13 05:00:00,0
TXN0002075,2301.02,electronics,debit,Lahore,19,0,0,2024-02-13 05:30:00,0
TXN0002076,7523.2,restaurant,debit,Karachi,12,5,1,2024-02-13 06:00:00,0
TXN0002077,7039.57,electronics,credit,Islamabad,15,5,0,2024-02-13 06:30:00,0
TXN0002078,412623.56,atm,transfer,Lahore,23,0,0,2024-02-13 07:00:00,1
TXN0002079,5325.15,grocery,transfer,Quetta,14,1,0,2024-02-13 07:30:00,0
TXN0002080,3012.48,travel,debit,Karachi,14,1,0,2024-02-13 08:00:00,0
TXN0002081,1223.76,atm,credit,Islamabad,20,5,0,2024-02-13 08:30:00,0
TXN0002082,1924.36,atm,transfer,Quetta,16,1,1,2024-02-13 09:00:00,0
TXN0002083,892.05,atm,credit,Islamabad,9,5,1,2024-02-13 09:30:00,0
TXN0002084,9192.58,atm,debit,Multan,10,4,0,2024-02-13 10:00:00,0
TXN0002085,8647.61,grocery,transfer,Islamabad,11,0,0,2024-02-13 10:30:00,0
TXN0002086,24063.47,travel,debit,Quetta,8,5,0,2024-02-13 11:00:00,0
TXN0002087,10465.14,travel,withdrawal,Peshawar,14,1,1,2024-02-13 11:30:00,0
TXN0002088,427.59,restaurant,withdrawal,Islamabad,21,1,1,2024-02-13 12:00:00,0
TXN0002089,17250.25,electronics,debit,Peshawar,17,3,1,2024-02-13 12:30:00,0
TXN0002090,15883.25,restaurant,debit,Islamabad,10,3,0,2024-02-13 13:00:00,0
TXN0002091,89557.96,travel,transfer,Multan,2,6,1,2024-02-13 13:30:00,1
TXN0002092,7052.47,online,credit,Quetta,10,1,0,2024-02-13 14:00:00,0
TXN0002093,29863.77,electronics,debit,Islamabad,15,6,0,2024-02-13 14:30:00,0
TXN0002094,6079.5,travel,withdrawal,Lahore,16,6,0,2024-02-13 15:00:00,0
TXN0002095,18858.17,atm,credit,Multan,17,6,0,2024-02-13 15:30:00,0
TXN0002096,693.52,online,debit,Lahore,20,4,1,2024-02-13 16:00:00,0
TXN0002097,1696.16,restaurant,credit,Multan,21,2,1,2024-02-13 16:30:00,0
TXN0002098,4649.34,atm,debit,Multan,9,5,0,2024-02-13 17:00:00,0
TXN0002099,7031.13,online,debit,Islamabad,17,3,0,2024-02-13 17:30:00,0
TXN0002100,13552.47,restaurant,credit,Quetta,17,5,0,2024-02-13 18:00:00,0
TXN0002101,35559.47,online,debit,Quetta,8,3,0,2024-02-13 18:30:00,0
TXN0002102,3939.32,online,credit,Karachi,21,0,0,2024-02-13 19:00:00,0
TXN0002103,388.61,grocery,withdrawal,Quetta,16,0,0,2024-02-13 19:30:00,0
TXN0002104,12922.5,electronics,transfer,Peshawar,13,1,1,2024-02-13 20:00:00,0
TXN0002105,7418.42,online,debit,Islamabad,21,0,1,2024-02-13 20:30:00,0
TXN0002106,1770.59,restaurant,debit,Lahore,16,0,1,2024-02-13 21:00:00,0
TXN0002107,5462.86,electronics,credit,Quetta,13,2,0,2024-02-13 21:30:00,0
TXN0002108,10847.99,grocery,credit,Lahore,9,6,1,2024-02-13 22:00:00,0
TXN0002109,774705.72,online,transfer,Karachi,23,4,1,2024-02-13 22:30:00,1
TXN0002110,5539.07,grocery,credit,Islamabad,21,1,1,2024-02-13 23:00:00,0
TXN0002111,2913.22,atm,debit,Quetta,15,2,1,2024-02-13 23:30:00,0
TXN0002112,29118.45,atm,credit,Lahore,10,1,1,2024-02-14 00:00:00,0
TXN0002113,8709.99,electronics,transfer,Multan,8,4,0,2024-02-14 00:30:00,0
TXN0002114,4197.2,restaurant,withdrawal,Quetta,15,1,0,2024-02-14 01:00:00,0
TXN0002115,2633.18,online,debit,Karachi,19,5,0,2024-02-14 01:30:00,0
TXN0002116,10507.41,online,credit,Multan,8,5,1,2024-02-14 02:00:00,0
TXN0002117,2218.51,grocery,debit,Lahore,15,5,0,2024-02-14 02:30:00,0
TXN0002118,1507.14,travel,credit,Lahore,8,0,1,2024-02-14 03:00:00,0
TXN0002119,6037.35,restaurant,debit,Islamabad,16,4,0,2024-02-14 03:30:00,0
TXN0002120,2739.78,grocery,withdrawal,Islamabad,21,2,1,2024-02-14 04:00:00,0
TXN0002121,7930.38,electronics,credit,Lahore,16,2,1,2024-02-14 04:30:00,0
TXN0002122,92168.22,electronics,transfer,Multan,23,3,0,2024-02-14 05:00:00,1
TXN0002123,8512.32,grocery,withdrawal,Islamabad,20,2,0,2024-02-14 05:30:00,0
TXN0002124,734600.6,electronics,debit,Lahore,22,6,1,2024-02-14 06:00:00,1
TXN0002125,1.94,grocery,transfer,Multan,10,5,1,2024-02-14 06:30:00,0
TXN0002126,1085.97,restaurant,transfer,Peshawar,11,6,0,2024-02-14 07:00:00,0
TXN0002127,21698.32,atm,credit,Quetta,12,6,0,2024-02-14 07:30:00,0
TXN0002128,16160.61,electronics,credit,Peshawar,13,5,1,2024-02-14 08:00:00,0
TXN0002129,2128.5,atm,credit,Peshawar,16,3,0,2024-02-14 08:30:00,0
TXN0002130,12054.04,grocery,transfer,Quetta,20,0,0,2024-02-14 09:00:00,0
TXN0002131,7503.62,online,debit,Lahore,18,2,0,2024-02-14 09:30:00,0
TXN0002132,28297.43,electronics,credit,Lahore,19,4,0,2024-02-14 10:00:00,0
TXN0002133,3742.2,grocery,debit,Islamabad,11,3,1,2024-02-14 10:30:00,0
TXN0002134,9152.07,restaurant,debit,Karachi,21,2,1,2024-02-14 11:00:00,0
TXN0002135,525.15,grocery,debit,Lahore,21,0,1,2024-02-14 11:30:00,0
TXN0002136,4036.73,atm,debit,Quetta,13,6,0,2024-02-14 12:00:00,0
TXN0002137,26553.47,travel,credit,Karachi,20,4,1,2024-02-14 12:30:00,0
TXN0002138,6194.53,grocery,debit,Quetta,8,4,1,2024-02-14 13:00:00,0
TXN0002139,2716.07,atm,debit,Quetta,9,6,0,2024-02-14 13:30:00,0
TXN0002140,1025.13,online,transfer,Quetta,15,0,0,2024-02-14 14:00:00,0
TXN0002141,9726.43,electronics,transfer,Karachi,11,2,1,2024-02-14 14:30:00,0
TXN0002142,8281.86,electronics,transfer,Peshawar,17,6,1,2024-02-14 15:00:00,0
TXN0002143,3746.46,grocery,withdrawal,Multan,14,1,0,2024-02-14 15:30:00,0
TXN0002144,24117.91,restaurant,debit,Quetta,11,2,0,2024-02-14 16:00:00,0
TXN0002145,179.62,travel,debit,Islamabad,21,6,0,2024-02-14 16:30:00,0
TXN0002146,2896.07,grocery,debit,Lahore,16,6,0,2024-02-14 17:00:00,0
TXN0002147,20313.5,restaurant,withdrawal,Multan,16,3,0,2024-02-14 17:30:00,0
TXN0002148,3096.31,electronics,transfer,Lahore,11,3,1,2024-02-14 18:00:00,0
TXN0002149,2325.52,grocery,debit,Lahore,20,2,1,2024-02-14 18:30:00,0
TXN0002150,6112.34,electronics,debit,Karachi,15,5,1,2024-02-14 19:00:00,0
TXN0002151,13889.16,online,credit,Islamabad,13,3,1,2024-02-14 19:30:00,0
TXN0002152,870.9,grocery,debit,Islamabad,8,1,0,2024-02-14 20:00:00,0
TXN0002153,22920.54,travel,credit,Multan,14,5,0,2024-02-14 20:30:00,0
TXN0002154,12680.81,restaurant,withdrawal,Islamabad,8,1,1,2024-02-14 21:00:00,0
TXN0002155,1599.81,grocery,credit,Islamabad,10,4,0,2024-02-14 21:30:00,0
TXN0002156,9958.58,electronics,withdrawal,Islamabad,15,3,1,2024-02-14 22:00:00,0
TXN0002157,3888.53,electronics,debit,Multan,16,6,1,2024-02-14 22:30:00,0
TXN0002158,4117.26,online,credit,Peshawar,10,5,1,2024-02-14 23:00:00,0
TXN0002159,12233.57,restaurant,transfer,Islamabad,8,2,1,2024-02-14 23:30:00,0
TXN0002160,26328.31,electronics,credit,Islamabad,8,5,1,2024-02-15 00:00:00,0
TXN0002161,1083.4,grocery,credit,Karachi,14,6,1,2024-02-15 00:30:00,0
TXN0002162,4366.52,electronics,transfer,Karachi,12,4,0,2024-02-15 01:00:00,0
TXN0002163,5245.91,grocery,transfer,Islamabad,20,1,0,2024-02-15 01:30:00,0
TXN0002164,3776.84,online,debit,Peshawar,21,4,1,2024-02-15 02:00:00,0
TXN0002165,788490.86,grocery,debit,Islamabad,23,0,1,2024-02-15 02:30:00,1
TXN0002166,429.47,electronics,debit,Islamabad,13,3,1,2024-02-15 03:00:00,0
TXN0002167,9255.15,online,withdrawal,Islamabad,21,2,0,2024-02-15 03:30:00,0
TXN0002168,4584.65,electronics,withdrawal,Quetta,13,1,0,2024-02-15 04:00:00,0
TXN0002169,1733.26,online,debit,Peshawar,21,4,0,2024-02-15 04:30:00,0
TXN0002170,13544.01,grocery,debit,Lahore,11,2,1,2024-02-15 05:00:00,0
TXN0002171,12978.59,restaurant,withdrawal,Islamabad,14,3,0,2024-02-15 05:30:00,0
TXN0002172,5330.35,electronics,debit,Lahore,14,6,1,2024-02-15 06:00:00,0
TXN0002173,2835.71,restaurant,debit,Peshawar,19,2,0,2024-02-15 06:30:00,0
TXN0002174,8130.94,electronics,debit,Islamabad,16,3,1,2024-02-15 07:00:00,0
TXN0002175,2719.13,atm,debit,Lahore,19,3,1,2024-02-15 07:30:00,0
TXN0002176,2153.58,grocery,transfer,Multan,8,3,1,2024-02-15 08:00:00,0
TXN0002177,10489.93,online,credit,Lahore,12,4,0,2024-02-15 08:30:00,0
TXN0002178,329.29,electronics,credit,Peshawar,17,6,0,2024-02-15 09:00:00,0
TXN0002179,796.52,online,withdrawal,Islamabad,10,3,0,2024-02-15 09:30:00,0
TXN0002180,54.49,online,debit,Quetta,14,2,1,2024-02-15 10:00:00,0
TXN0002181,1327.9,online,debit,Peshawar,11,6,1,2024-02-15 10:30:00,0
TXN0002182,571.88,online,transfer,Quetta,11,0,0,2024-02-15 11:00:00,0
TXN0002183,43785.88,grocery,transfer,Islamabad,20,2,0,2024-02-15 11:30:00,0
TXN0002184,2726.52,grocery,debit,Lahore,19,4,1,2024-02-15 12:00:00,0
TXN0002185,1293.27,online,debit,Multan,8,3,1,2024-02-15 12:30:00,0
TXN0002186,2205.99,grocery,debit,Multan,8,6,0,2024-02-15 13:00:00,0
TXN0002187,22006.69,electronics,credit,Peshawar,17,0,1,2024-02-15 13:30:00,0
TXN0002188,5874.42,grocery,debit,Peshawar,9,4,0,2024-02-15 14:00:00,0
TXN0002189,3630.75,grocery,credit,Peshawar,9,1,0,2024-02-15 14:30:00,0
TXN0002190,16533.24,online,debit,Karachi,8,1,1,2024-02-15 15:00:00,0
TXN0002191,4020.09,online,transfer,Multan,15,1,0,2024-02-15 15:30:00,0
TXN0002192,3263.85,restaurant,debit,Multan,13,0,0,2024-02-15 16:00:00,0
TXN0002193,1858.31,electronics,credit,Islamabad,13,6,1,2024-02-15 16:30:00,0
TXN0002194,3795.91,restaurant,debit,Karachi,17,2,0,2024-02-15 17:00:00,0
TXN0002195,3046.39,online,debit,Peshawar,17,0,0,2024-02-15 17:30:00,0
TXN0002196,9048.36,restaurant,transfer,Peshawar,16,6,1,2024-02-15 18:00:00,0
TXN0002197,2735.22,atm,transfer,Quetta,12,0,1,2024-02-15 18:30:00,0
TXN0002198,6886.84,online,transfer,Karachi,11,6,0,2024-02-15 19:00:00,0
TXN0002199,545.31,electronics,transfer,Lahore,18,0,0,2024-02-15 19:30:00,0
